event_id,sipm0,sipm1,sipm2,sipm3,sipm4,sipm5,sipm6,sipm7,sipm8,sipm9,sipm10,sipm11,sipm12,sipm13,sipm14,sipm15,x(mm),y(mm),z(mm),LCE (%)
<<<<<<< HEAD
0,35,74,298,75,44,41,61,65,49,37,45,38,38,28,39,38,-25.8657,8.24258,17.5,50.25
1,38,41,39,36,40,46,37,41,69,50,45,43,258,96,59,41,26.3172,-19.7289,17.5,48.95
2,140,60,43,37,217,50,46,38,66,52,35,35,51,39,38,52,-14.1649,-24.1403,17.5,49.95
3,63,115,209,60,41,46,53,63,44,34,54,48,49,46,47,36,-27.7494,2.37872,17.5,50.4
4,54,43,75,51,68,83,211,58,35,48,53,44,35,58,37,41,-8.0849,3.55886,17.5,49.7
5,48,43,55,47,46,49,43,108,59,41,58,173,33,36,37,63,2.79995,32.3542,17.5,46.95
6,50,43,43,71,45,54,56,181,37,38,40,130,35,38,45,50,-1.20815,33.3945,17.5,47.8
7,32,38,36,50,43,48,47,58,44,47,103,100,41,47,121,100,17.2229,15.2778,17.5,47.75
8,60,214,93,48,40,56,48,49,54,46,45,42,38,42,45,43,-32.9069,-5.88399,17.5,48.15
9,41,43,39,39,77,59,43,55,194,63,36,49,77,63,46,49,8.20599,-31.674,17.5,48.65
10,43,46,76,274,30,45,54,99,50,42,42,48,36,41,52,33,-20.9683,22.862,17.5,50.55
11,40,46,58,100,39,38,76,263,44,34,65,58,41,36,43,40,-9.71991,21.864,17.5,51.05
12,144,72,43,41,172,75,32,36,60,39,45,51,46,49,46,40,-15.27,-26.2929,17.5,49.55
13,37,36,50,42,44,50,62,54,50,47,179,73,54,55,106,87,14.3493,9.95712,17.5,51.3
14,46,39,47,57,50,30,44,127,42,38,69,150,32,33,47,60,0.577037,21.6149,17.5,45.55
15,42,50,43,38,55,62,43,45,49,216,94,51,49,68,51,34,6.32751,-3.52641,17.5,49.5
16,48,35,27,41,49,43,38,41,115,66,36,42,244,86,45,45,19.5024,-24.3382,17.5,50.05
17,38,38,44,53,42,72,62,37,74,275,64,45,44,42,54,34,6.3328,-7.12512,17.5,50.9
18,38,63,210,115,60,37,94,77,41,40,50,40,38,50,37,38,-20.9858,13.3882,17.5,51.4
19,39,41,38,31,73,58,45,51,238,61,39,42,71,56,46,35,5.81611,-30.0337,17.5,48.2
20,40,43,40,28,58,38,32,44,188,60,56,32,151,65,36,30,14.3338,-24.4261,17.5,47.05
21,34,39,36,35,42,44,66,45,57,89,102,54,55,84,120,55,16.3869,2.53255,17.5,47.85
22,50,52,40,40,148,51,46,39,126,64,42,47,54,42,46,36,0.969657,-32.3817,17.5,46.15
23,49,71,272,74,45,47,64,60,45,47,44,47,48,44,43,48,-23.4437,7.67301,17.5,52.4
24,49,37,69,88,42,46,62,220,47,34,50,48,37,35,36,43,-12.9254,20.3165,17.5,47.15
25,34,39,36,42,33,44,42,42,43,37,47,148,39,55,77,212,17.7815,27.2231,17.5,48.5
26,130,200,56,40,69,83,45,45,45,48,39,32,35,39,37,38,-21.7992,-14.4004,17.5,49.05
27,84,59,36,41,191,110,44,28,60,52,39,49,48,36,46,40,-11.106,-18.8964,17.5,48.15
28,245,72,41,46,111,54,40,34,43,44,41,39,38,43,44,43,-20.4824,-22.6641,17.5,48.9
29,35,51,56,116,33,44,53,182,37,47,42,62,35,42,35,37,-13.376,32.356,17.5,45.35
30,37,48,205,133,45,41,58,68,37,45,50,46,32,34,45,41,-28.3369,14.3143,17.5,48.25
31,37,37,33,44,43,32,63,51,37,41,148,112,43,48,77,67,12.3444,15.4812,17.5,45.65
32,41,46,50,35,49,36,41,35,58,44,52,40,315,75,47,49,28.6504,-28.6003,17.5,50.65
33,85,57,52,32,294,81,38,45,59,50,38,39,51,33,40,30,-8.31327,-21.8379,17.5,51.2
34,39,55,52,49,50,69,58,54,56,219,69,42,49,56,52,49,5.68376,-5.82689,17.5,50.9
35,56,53,54,49,49,82,197,61,35,52,79,54,43,46,47,50,-5.45892,4.76006,17.5,50.35
36,52,53,50,53,71,219,61,45,62,87,44,44,54,55,37,34,-4.52633,-8.76758,17.5,51.05
37,35,40,24,32,42,40,44,28,41,42,54,68,36,57,63,293,28.645,29.8348,17.5,46.95
38,34,45,44,53,45,46,48,46,47,74,247,64,42,45,58,63,8.17116,4.91572,17.5,50.05
39,244,67,39,46,62,53,54,34,61,48,51,47,46,39,43,36,-32.8626,-24.751,17.5,48.5
40,53,37,150,150,41,44,62,60,42,43,39,48,38,42,45,47,-30.565,15.1355,17.5,47.05
41,33,38,54,66,34,48,172,124,48,50,62,69,52,40,51,49,-8.00688,13.7254,17.5,49.5
42,35,33,67,270,41,40,42,73,31,40,51,46,37,41,49,49,-34.5649,28.3105,17.5,47.25
43,30,35,44,44,48,36,39,52,44,44,45,46,56,100,233,75,28.4075,5.03242,17.5,48.55
44,29,45,51,42,40,44,46,59,33,43,61,248,38,40,61,88,9.91489,28.3134,17.5,48.4
45,44,34,54,50,57,48,83,68,52,49,248,54,40,54,66,53,4.68591,7.46974,17.5,52.7
46,55,39,42,35,222,51,39,48,120,52,52,47,60,39,41,29,-2.44168,-28.6242,17.5,48.55
47,58,55,60,43,53,191,107,48,39,61,57,42,45,50,37,57,-5.69433,-2.3399,17.5,50.15
48,52,55,41,63,42,54,39,55,32,52,65,79,34,42,96,191,33.4048,19.0491,17.5,49.6
49,30,32,47,41,41,41,53,41,56,56,57,50,69,267,88,39,24.8927,-5.2087,17.5,50.4
50,33,31,51,37,35,53,60,48,48,48,54,83,43,34,68,283,21.7654,29.5573,17.5,50.45
51,49,43,37,35,63,79,48,49,56,230,68,54,58,52,55,49,4.75949,-4.74992,17.5,51.25
52,37,40,33,38,47,53,44,36,81,57,40,42,267,63,47,43,22.6517,-31.5534,17.5,48.4
53,210,72,48,40,67,44,34,42,58,34,40,28,41,38,40,32,-31.9336,-32.9767,17.5,43.4
54,45,53,69,209,37,52,57,108,47,40,46,53,35,35,42,41,-18.8426,30.8825,17.5,48.45
55,34,52,156,163,40,47,51,54,43,36,48,46,46,42,43,41,-32.6793,16.4223,17.5,47.1
56,310,72,38,33,81,52,48,41,37,40,44,30,45,33,45,36,-26.3045,-21.4668,17.5,49.25
57,34,34,45,53,40,32,53,52,37,45,72,242,40,55,59,91,9.17208,20.2905,17.5,49.2
58,113,205,47,40,71,58,34,48,43,43,37,36,43,43,47,38,-31.2287,-13.9435,17.5,47.3
59,32,31,53,46,41,58,59,43,51,64,234,56,52,58,62,55,9.88533,5.15842,17.5,49.75
60,35,48,40,38,54,51,35,39,175,89,44,34,105,63,50,46,13.9655,-18.6717,17.5,47.3
61,219,90,41,47,55,53,40,36,40,48,41,45,39,40,38,39,-31.5304,-21.3626,17.5,45.55
62,37,56,57,50,56,63,82,81,41,50,125,106,37,41,55,44,1.83591,14.6465,17.5,49.05
63,99,237,73,34,57,59,50,44,40,45,38,36,37,34,38,48,-21.4657,-11.202,17.5,48.45
64,37,47,51,37,41,53,123,63,43,60,150,54,43,57,48,48,0.880487,5.69327,17.5,47.75
65,37,47,43,48,50,32,68,68,31,60,165,114,31,36,57,67,4.53967,14.4587,17.5,47.7
66,62,273,92,44,59,44,59,46,53,47,36,45,47,37,42,38,-26.2167,-5.77964,17.5,51.2
67,85,254,73,49,57,61,61,37,49,35,47,41,35,41,39,49,-23.1863,-8.81294,17.5,50.65
68,35,42,63,276,46,51,46,58,33,45,42,40,47,36,50,35,-29.1829,30.5345,17.5,47.25
69,61,68,206,112,41,37,53,55,39,35,50,43,29,45,31,50,-28.3214,12.9139,17.5,47.75
70,36,38,63,334,38,37,40,96,35,33,39,41,36,53,45,46,-22.2867,28.0985,17.5,50.5
71,39,44,39,44,54,39,53,46,51,50,47,45,117,175,49,38,33.4841,-13.7474,17.5,46.5
72,52,47,50,40,55,134,72,45,57,116,62,42,45,43,37,53,-0.396672,-3.51196,17.5,47.5
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26.1117,-34.9421,17.5,0
74,41,37,57,51,39,40,47,43,37,65,49,66,40,29,58,241,30.1086,29.6201,17.5,47
75,26,38,41,41,40,35,50,43,70,54,43,29,214,130,44,39,29.4654,-18.4122,17.5,46.85
76,41,40,89,163,39,38,84,109,30,45,48,53,45,48,46,41,-17.2451,18.9411,17.5,47.95
77,46,42,49,49,38,39,44,56,39,45,43,75,44,43,73,287,23.3261,29.8471,17.5,50.6
78,208,68,43,49,136,51,41,53,40,41,42,38,40,50,29,33,-17.9399,-24.6721,17.5,48.1
79,215,118,40,43,70,58,59,42,51,40,52,33,38,30,41,28,-25.7457,-18.3799,17.5,47.9
80,54,48,50,49,54,169,103,55,41,72,67,44,50,48,48,42,-4.91998,-1.37623,17.5,49.7
81,225,65,38,44,69,52,34,41,50,38,42,35,39,35,47,40,-31.1696,-34.0542,17.5,44.7
82,50,49,34,42,41,48,39,41,131,136,44,37,83,83,53,41,12.8558,-15.8485,17.5,47.6
83,34,50,256,86,44,47,54,51,45,48,47,55,42,39,40,42,-26.7585,10.5358,17.5,49
84,47,47,44,46,39,39,39,31,57,53,35,40,259,80,53,37,28.4061,-29.4829,17.5,47.3
85,57,86,51,34,55,233,62,52,50,65,34,51,39,41,43,40,-12.623,-7.31537,17.5,49.65
86,28,39,39,42,43,42,48,47,43,111,90,38,49,120,98,39,16.1658,-0.990153,17.5,45.8
87,46,50,72,66,34,52,191,81,48,31,61,55,49,41,50,55,-11.4666,13.2067,17.5,49.1
88,39,41,49,50,40,40,98,81,39,48,138,83,33,49,68,63,2.39855,13.778,17.5,47.95
89,300,63,55,39,96,50,43,41,47,44,43,40,41,44,36,41,-23.4283,-25.8301,17.5,51.15
90,32,32,40,23,46,32,44,44,38,50,61,95,44,52,56,211,19.2714,34.8791,17.5,45
91,313,59,36,47,83,63,41,40,44,44,37,41,41,36,41,34,-22.6102,-28.4703,17.5,50
92,37,33,34,53,40,37,44,39,47,41,67,70,38,38,116,210,29.6525,18.7354,17.5,47.2
93,261,67,31,33,63,43,35,33,53,40,35,41,54,46,41,36,-34.4177,-25.8712,17.5,45.6
94,48,42,34,38,45,46,41,33,68,121,40,28,98,149,58,46,16.8567,-14.3172,17.5,46.75
95,44,57,65,55,48,58,238,73,46,43,58,56,47,40,45,54,-5.6072,9.42732,17.5,51.35
96,34,44,55,168,48,41,68,177,37,42,44,64,33,39,37,40,-15.6985,25.8853,17.5,48.55
97,38,34,44,63,35,41,50,72,49,53,77,241,39,39,55,72,7.24986,22.5328,17.5,50.1
98,50,74,185,70,40,45,108,68,36,68,49,45,39,37,48,47,-18.3448,8.53748,17.5,50.45
99,45,48,56,41,73,103,37,54,70,171,45,40,51,44,51,58,1.43493,-12.373,17.5,49.35
100,42,53,69,245,41,51,40,66,32,46,40,45,44,46,47,35,-31.4357,23.7251,17.5,47.1
101,40,31,46,41,41,46,40,44,36,46,48,72,40,48,121,203,33.4366,18.5585,17.5,47.15
102,33,45,35,49,40,35,47,54,56,40,58,63,29,49,103,262,28.337,22.1663,17.5,49.9
103,41,61,58,94,46,42,61,211,43,43,45,74,33,43,53,37,-9.14209,32.1493,17.5,49.25
104,44,39,48,45,50,54,45,142,31,38,48,120,40,46,46,62,-0.39727,33.7059,17.5,44.9
105,41,50,46,51,47,120,107,42,55,76,84,44,41,45,36,46,-2.7123,0.274711,17.5,46.55
106,32,45,43,33,46,45,43,34,55,60,191,66,50,61,110,73,13.4408,6.63679,17.5,49.35
107,33,40,64,75,34,31,81,250,38,50,52,63,42,44,47,47,-7.87807,20.907,17.5,49.55
108,49,38,32,34,36,59,60,67,34,46,54,193,41,47,52,64,7.24144,34.6148,17.5,45.3
109,26,40,44,43,42,49,35,61,41,52,94,171,43,52,60,107,13.1383,19.0278,17.5,48
110,44,37,52,37,30,41,51,53,37,45,58,63,28,46,68,242,33.9752,25.2281,17.5,46.6
111,37,39,51,47,47,45,55,42,42,55,186,67,36,40,121,73,14.9465,8.31761,17.5,49.15
112,47,132,165,63,48,58,71,30,50,38,43,46,38,36,41,48,-25.7732,0.782715,17.5,47.7
113,54,38,35,43,85,62,43,33,199,66,47,37,67,59,58,39,3.42177,-21.192,17.5,48.25
114,65,67,78,48,48,70,220,52,39,39,53,57,41,51,38,39,-11.8937,4.69513,17.5,50.25
115,35,44,41,42,30,40,48,48,42,50,77,62,43,56,254,78,22.3209,9.31042,17.5,49.5
116,63,78,48,46,71,242,56,43,59,44,36,42,44,40,43,42,-10.0317,-11.4443,17.5,49.85
117,53,56,141,57,40,72,134,57,46,38,45,43,42,48,42,46,-16.2398,5.45378,17.5,48
118,57,40,37,43,103,61,39,41,152,46,51,44,55,51,46,46,2.41399,-33.5032,17.5,45.6
119,43,49,36,32,134,72,45,47,122,59,44,42,58,57,53,44,-0.816186,-19.1217,17.5,46.85
120,268,60,51,36,97,73,55,55,45,50,35,47,51,41,37,36,-21.4623,-23.3464,17.5,51.85
121,216,110,50,43,58,44,43,40,36,41,35,42,44,42,53,41,-30.833,-19.2817,17.5,46.9
122,291,81,39,29,59,68,40,48,32,36,53,35,33,43,32,29,-30.3775,-26.385,17.5,47.4
123,55,44,55,40,120,72,42,31,180,63,46,46,57,51,34,25,1.93547,-23.4004,17.5,48.05
124,40,50,36,44,55,82,58,38,50,163,78,49,46,45,62,49,2.94563,-3.20435,17.5,47.25
125,35,41,47,30,46,96,61,56,52,204,72,50,50,52,39,56,4.96542,-5.29606,17.5,49.35
126,46,36,44,42,40,45,43,42,49,57,82,45,54,78,251,62,20.4152,5.65745,17.5,50.8
127,41,46,95,197,36,40,63,91,52,30,42,54,46,37,51,37,-19.9594,19.8313,17.5,47.9
128,32,42,49,49,33,44,40,47,43,102,156,57,45,71,74,50,11.5349,0.504222,17.5,46.7
129,30,46,59,135,41,43,78,187,42,39,49,63,35,41,39,36,-15.6876,22.7187,17.5,48.15
130,56,46,39,43,130,73,39,44,126,53,34,47,42,50,40,35,-0.444601,-32.379,17.5,44.85
131,36,19,40,47,37,30,49,39,50,47,78,59,37,55,264,106,22.997,10.7433,17.5,49.65
132,83,252,69,52,49,58,53,32,33,36,40,39,39,41,48,46,-28.4021,-5.65682,17.5,48.5
133,51,60,127,85,33,44,133,81,44,43,59,39,43,43,40,63,-15.9601,11.9787,17.5,49.4
134,43,34,40,34,35,42,46,37,71,43,32,42,260,77,50,41,33.9893,-22.4443,17.5,46.35
135,42,66,258,79,47,43,74,61,35,46,46,40,38,39,42,36,-22.5741,8.9262,17.5,49.6
136,39,46,105,229,33,45,50,53,41,37,37,52,45,48,47,48,-33.7603,19.9001,17.5,47.75
137,43,46,38,42,53,46,39,37,64,92,52,38,71,231,71,48,19.2754,-9.68899,17.5,50.55
138,34,35,41,42,42,50,64,57,38,43,248,90,59,43,72,52,8.41691,10.8236,17.5,50.5
139,50,46,47,41,36,43,47,42,57,72,42,36,91,299,67,56,22.8783,-8.95907,17.5,53.6
140,47,34,63,48,47,51,167,94,44,43,78,62,49,35,53,38,-4.45898,13.3799,17.5,47.65
141,46,45,45,43,49,44,86,49,33,67,218,68,40,59,73,55,5.26909,6.76056,17.5,51
